HP:0000002	Abnormality of body height	height|abnorm|bodi
HP:0004312	Abnormality of reticulocytes	reticulocyt|abnorm
HP:0004313	Hypogammaglobulinemia	hypogammaglobulinemia
HP:0004315	IgG deficiency	defici|igg
HP:0004319	Hypoaldosteronism	hypoaldosteronism
HP:0004320	Vaginal fistula	fistula|vagin
HP:0004321	Bladder fistula	fistula|bladder
HP:0004322	Short stature	short|statur
HP:0004323	Abnormality of body weight	weight|abnorm|bodi
HP:0004324	Increased body weight	weight|increas|bodi
HP:0004325	Decreased body weight	decreas|weight|bodi
HP:0004326	Cachexia	cachexia
HP:0004327	Abnormality of the vitreous humor	humor|vitreous|abnorm
HP:0004328	Abnormality of the anterior segment of the eye	segment|anterior|abnorm|eye
HP:0004329	Abnormality of the posterior segment of the eye	segment|abnorm|posterior|eye
HP:0004330	Increased skull ossification	skull|increas|ossif
HP:0004331	Decreased skull ossification	decreas|skull|ossif
HP:0004332	Abnormality of lymphocytes	abnorm|lymphocyt
HP:0004333	Bone-marrow foam cells	bone-marrow|cell|foam
HP:0004334	Dermal atrophy	dermal|atrophi
HP:0004336	Myelin outfoldings	outfold|myelin
HP:0004337	Abnormality of amino acid metabolism	acid|metabol|abnorm|amino
HP:0004338	Abnormality of aromatic amino acid family metabolism	acid|aromat|famili|metabol|abnorm|amino
HP:0004339	Abnormality of sulfur amino acid metabolism	sulfur|acid|metabol|abnorm|amino
HP:0004340	Abnormality of vitamin B metabolism	metabol|vitamin|b|abnorm
HP:0004341	Abnormality of the vitamin B12 metabolism	metabol|vitamin|abnorm|b12
HP:0004342	Abnormality of galactoside metabolism	metabol|abnorm|galactosid
HP:0004343	Abnormality of glycosphingolipid metabolism	metabol|glycosphingolipid|abnorm
HP:0004344	Abnormality of cerebrosidase metabolism	metabol|abnorm|cerebrosidas
HP:0004345	Abnormality of ganglioside metabolism	metabol|gangliosid|abnorm
HP:0004347	Weakness of muscles of respiration	respir|weak|muscl
HP:0004348	Abnormality of bone mineral density	abnorm|bone|miner|densiti
HP:0004349	Reduced bone mineral density	reduc|bone|miner|densiti
HP:0004352	Abnormality of purine metabolism	metabol|purin|abnorm
HP:0004353	Abnormality of pyrimidine metabolism	metabol|abnorm|pyrimidin
HP:0004354	Abnormality of carboxylic acid metabolism	acid|metabol|abnorm|carboxyl
HP:0004355	Abnormality of proteoglycan metabolism	metabol|abnorm|proteoglycan
HP:0004356	Abnormality of lysosomal metabolism	metabol|lysosom|abnorm
HP:0004357	Abnormality of leucine metabolism	metabol|leucin|abnorm
HP:0004358	Abnormality of superoxide metabolism	metabol|superoxid|abnorm
HP:0004359	Abnormality of fatty-acid metabolism	fatty-acid|metabol|abnorm
HP:0004360	Abnormality of acid-base homeostasis	homeostasi|abnorm|acid-bas
HP:0004361	Abnormality of circulating leptin level	leptin|abnorm|circul|level
HP:0004362	Abnormality of the enteric ganglia	enter|abnorm|ganglia
HP:0004363	Abnormality of calcium homeostasis	calcium|homeostasi|abnorm
HP:0004364	Abnormality of nitrogen compound homeostasis	homeostasi|nitrogen|compound|abnorm
HP:0004365	Abnormality of tryptophan metabolism	metabol|tryptophan|abnorm
HP:0004366	Abnormality of glycolysis	glycolysi|abnorm
HP:0004367	Abnormality of glycoprotein metabolism	metabol|abnorm|glycoprotein
HP:0004368	Increased purine levels	purin|increas|level
HP:0004369	Decreased purine levels	decreas|purin|level
HP:0004370	Abnormality of temperature regulation	regul|abnorm|temperatur
HP:0004371	Abnormality of glycosaminoglycan metabolism	metabol|abnorm|glycosaminoglycan
HP:0004372	Reduced consciousness/confusion	reduc|conscious|confus
HP:0004373	Focal dystonia	dystonia|focal
HP:0004374	Hemiplegia/hemiparesis	hemiplegia/hemiparesis
HP:0004375	Neoplasm of the nervous system	nervous|system|neoplasm
HP:0004376	Neuroblastic tumors	neuroblast|tumor
HP:0004377	Hematological neoplasm	neoplasm|hematolog
HP:0004378	Abnormality of the anus	abnorm|anus
HP:0004379	Abnormality of alkaline phosphatase activity	alkalin|phosphatas|abnorm|activ
HP:0004380	Aortic valve calcification	valv|aortic|calcif
HP:0004381	Supravalvular aortic stenosis	supravalvular|aortic|stenosi
HP:0004382	Mitral valve calcification	valv|mitral|calcif
HP:0004383	Hypoplastic left heart	heart|hypoplast|left
HP:0004384	Type I truncus arteriosus	type|truncus|arteriosus|i
HP:0004385	Protracted diarrhea	protract|diarrhea
HP:0004386	Gastrointestinal inflammation	inflamm|gastrointestin
HP:0004387	Enterocolitis	enterocolitis
HP:0004388	Microcolon	microcolon
HP:0004389	Intestinal pseudo-obstruction	pseudo-obstruct|intestin
HP:0004390	Hamartomatous polyps	hamartomat|polyp
HP:0004392	Prune belly	belli|prune
HP:0004394	Multiple gastric polyps	polyp|gastric|multipl
HP:0004395	Malnutrition	malnutrition
HP:0004396	Poor appetite	appetit|poor
HP:0004397	Ectopic anus	ectop|anus
HP:0004398	Peptic ulcer	peptic|ulcer
HP:0004399	Congenital pyloric atresia	pylor|congenit|atresia
HP:0004400	Abnormality of the pylorus	pylorus|abnorm
HP:0004401	Meconium ileus	ileus|meconium
HP:0004403	Proximal esophageal atresia	proxim|atresia|esophag
HP:0004404	Abnormality of the nipple	abnorm|nippl
HP:0004405	Prominent nipples	promin|nippl
HP:0004406	Spontaneous, recurrent epistaxis	spontan|recurr|epistaxi
HP:0004407	Bony paranasal bossing	boss|paranas|boni
HP:0004408	Abnormality of the sense of smell	smell|abnorm|sens
HP:0004409	Hyposmia	hyposmia
HP:0004411	Deviated nasal septum	septum|nasal|deviat
HP:0004414	Abnormality of the pulmonary artery	arteri|abnorm|pulmonari
HP:0004415	Pulmonary artery stenosis	arteri|pulmonari|stenosi
HP:0004416	Precocious atherosclerosis	precoci|atherosclerosi
HP:0004417	Intermittent claudication	claudic|intermitt
HP:0004418	Thrombophlebitis	thrombophlebitis
HP:0004419	Recurrent thrombophlebitis	recurr|thrombophleb
HP:0004420	Arterial thrombosis	arteri|thrombosi
HP:0004421	Elevated systolic blood pressure	pressur|elev|blood|systol
HP:0004422	Biparietal narrowing	bipariet|narrow
HP:0004423	Cranium bifidum occultum	bifidum|cranium|occultum
HP:0004425	Flat forehead	flat|forehead
HP:0004426	Abnormality of the cheeks	cheek|abnorm
HP:0004428	Elfin facies	faci|elfin
HP:0004429	Recurrent viral infections	recurr|infect|viral
HP:0004430	Severe combined immunodeficiency	sever|immunodefici|combin
HP:0004431	Complement deficiency	defici|complement
HP:0004432	Agammaglobulinemia	agammaglobulinemia
HP:0004433	Secretory IgA deficiency	secretori|iga|defici
HP:0004434	C8 deficiency	c8|defici
HP:0004437	Cranial hyperostosis	cranial|hyperostosi
HP:0004438	Hyperostosis frontalis interna	frontali|interna|hyperostosi
HP:0004439	Craniofacial dysostosis	craniofaci|dysostosi
HP:0004440	Coronal craniosynostosis	coron|craniosynostosi
HP:0004442	Sagittal craniosynostosis	craniosynostosi|sagitt
HP:0004443	Lambdoidal craniosynostosis	lambdoid|craniosynostosi
HP:0004444	Spherocytosis	spherocytosis
HP:0004445	Elliptocytosis	elliptocytosis
HP:0004446	Stomatocytosis	stomatocytosis
HP:0004447	Poikilocytosis	poikilocytosis
HP:0004448	Fulminant hepatic failure	failur|fulmin|hepat
HP:0004450	Preauricular skin furrow	preauricular|furrow|skin
HP:0004451	Postauricular skin tag	tag|postauricular|skin
HP:0004452	Abnormality of the middle ear ossicles	middl|abnorm|ear|ossicl
HP:0004453	Overfolding of the superior helices	overfold|superior|helic
HP:0004454	Abnormal middle ear reflexes	middl|abnorm|ear|reflex
HP:0004458	Dilatated internal auditory canal	auditori|dilat|intern|canal
HP:0004459	Exostosis of the external auditory canal	extern|auditori|exostosi|canal
HP:0004461	Congenital earlobe sinuses	sinus|congenit|earlob
HP:0004463	Absent brainstem auditory responses	auditori|respons|absent|brainstem
HP:0004464	Postauricular pit	postauricular|pit
HP:0004466	Prolonged brainstem auditory evoked potentials	prolong|auditori|evok|potenti|brainstem
HP:0004467	Preauricular pit	preauricular|pit
HP:0004468	Anomalous tracheal cartilage	anomal|cartilag|tracheal
HP:0004469	Chronic bronchitis	chronic|bronchiti
HP:0004470	Atretic occipital cephalocele	cephalocel|atret|occipit
HP:0004471	Aplasia cutis congenita over the scalp vertex	cuti|aplasia|scalp|congenita|vertex
HP:0004472	Mandibular hyperostosis	mandibular|hyperostosi
HP:0004474	Persistent open anterior fontanelle	persist|anterior|fontanell|open
HP:0004476	Aplasia cutis congenita over parietal area	cuti|aplasia|congenita|pariet|area
HP:0004478	Ethmoidal encephalocele	encephalocel|ethmoid
HP:0004481	Progressive macrocephaly	progress|macrocephali
HP:0004482	Relative macrocephaly	relat|macrocephali
HP:0004484	Craniofacial asymmetry	craniofaci|asymmetri
HP:0004485	Cessation of head growth	cessat|growth|head
HP:0004487	Acrobrachycephaly	acrobrachycephaly
HP:0004488	Macrocephaly at birth	birth|macrocephali
HP:0004490	Calvarial hyperostosis	calvari|hyperostosi
HP:0004491	Large posterior fontanelle	fontanell|posterior|larg
HP:0004492	Widely patent fontanelles and sutures	wide|fontanell|patent|sutur
HP:0004493	Craniofacial hyperostosis	craniofaci|hyperostosi
HP:0004495	Thin anteverted nares	antevert|nare|thin
HP:0004496	Posterior choanal atresia	atresia|posterior|choanal
HP:0004499	Chronic rhinitis due to narrow nasal airway	chronic|airway|narrow|rhiniti|nasal
HP:0004502	Bilateral choanal atresia	bilater|atresia|choanal
HP:0004510	Pancreatic islet-cell hyperplasia	pancreat|islet-cel|hyperplasia
HP:0004523	Long eyebrows	eyebrow|long
HP:0004524	Temporal hypotrichosis	hypotrichosi|tempor
HP:0004527	large clumps of pigment irregularly distributed along hair shaft	irregular|hair|pigment|shaft|larg|distribut|clump
HP:0004528	Generalized hypotrichosis	hypotrichosi|general
HP:0004529	Atrophic, patchy alopecia	patchi|atroph|alopecia
HP:0004532	Sacral hypertrichosis	sacral|hypertrichosi
HP:0004535	Anterior cervical hypertrichosis	anterior|cervic|hypertrichosi
HP:0004540	Congenital, generalized hypertrichosis	congenit|general|hypertrichosi
HP:0004544	Pointed frontal hairline	frontal|hairlin|point
HP:0004552	Scarring alopecia of scalp	scar|scalp|alopecia
HP:0004554	Generalized hypertrichosis	general|hypertrichosi
HP:0004557	Anterior vertebral fusion	anterior|fusion|vertebr
HP:0004558	Cervical platyspondyly	cervic|platyspondyli
HP:0004562	Beaking of vertebral bodies T12-L3	t12-l3|vertebr|bodi|beak
HP:0004563	increased spinal bone density	spinal|increas|bone|densiti
HP:0004565	Severe platyspondyly	sever|platyspondyli
HP:0004566	Pear-shaped vertebrae	pear-shap|vertebra
HP:0004568	Beaking of vertebral bodies	vertebr|bodi|beak
HP:0004570	Increased vertebral height	height|increas|vertebr
HP:0004571	Widening of cervical spinal canal	canal|spinal|cervic|widen
HP:0004573	Anterior wedging of  T11	wedg|anterior|t11
HP:0004575	fusion of midcervical facet joints	fusion|facet|midcerv|joint
HP:0004576	Sclerotic vertebral endplates	sclerot|vertebr|endplat
HP:0004580	Anterior scalloping of vertebral bodies	anterior|vertebr|scallop|bodi
HP:0004581	Increased anterior vertebral height	height|anterior|increas|vertebr
HP:0004582	Irregularity of vertebral bodies	irregular|vertebr|bodi
HP:0004586	Biconcave vertebral bodies	biconcav|vertebr|bodi
HP:0004589	Dysplasia of second lumbar vertebra	lumbar|vertebra|dysplasia
HP:0004590	Hypoplastic sacrum	sacrum|hypoplast
HP:0004591	Disc-like vertebral bodies	vertebr|bodi|disc-lik
HP:0004592	Thoracic platyspondyly	thorac|platyspondyli
HP:0004594	hump-shaped mound of bone in central and posterior portions of vertebral endplate	endplat|hump-shap|bone|posterior|portion|central|mound|vertebr
HP:0004598	Supernumerary vertebral ossification centers	center|supernumerari|vertebr|ossif
HP:0004599	Absent or minimally ossified vertebral bodies	ossifi|absent|minim|vertebr|bodi
HP:0004601	Spina bifida occulta at L5	occulta|spina|bifida|l5
HP:0004602	Cervical vertebral fusion (C2/C3)	c3|c2|fusion|cervic|vertebr
HP:0004603	Hyperconvex vertebral body endplates	hyperconvex|vertebr|bodi|endplat
HP:0004605	Absent vertebral body mineralization	absent|vertebr|bodi|miner
HP:0004606	Unossified vertebral bodies	unossifi|vertebr|bodi
HP:0004607	Anterior beaking of lower thoracic vertebrae	anterior|lower|thorac|vertebra|beak
HP:0004608	Anteriorly placed odontoid process	process|odontoid|anterior
HP:0004609	Patchy distortion of vertebrae	patchi|distort|vertebra
HP:0004610	Lumbar spinal canal stenosis	stenosi|lumbar|spinal|canal
HP:0004611	Anterior concavity of thoracic vertebrae	anterior|concav|thorac|vertebra
HP:0004612	cervical spine segmentation defects	segment|cervic|defect|spine
HP:0004614	spina bifida occulta at S1	occulta|spina|bifida|s1
HP:0004616	Cleft vertebral arch	arch|cleft|vertebr
HP:0004617	Butterfly vertebral arch	arch|butterfli|vertebr
HP:0004618	Sandwich appearance of vertebral bodies	appear|sandwich|vertebr|bodi
HP:0004619	Lumbar kyphoscoliosis	lumbar|kyphoscoliosi
HP:0004621	Enlarged vertebral pedicles	enlarg|pedicl|vertebr
HP:0004622	Progressive intervertebral space narrowing	progress|intervertebr|space|narrow
HP:0004625	Biconvex vertebral bodies	biconvex|vertebr|bodi
HP:0004626	Lumbar scoliosis	lumbar|scoliosi
HP:0004629	Small cervical vertebral bodies	small|cervic|vertebr|bodi
HP:0004630	Anterior beaking of thoracic vertebrae	anterior|thorac|vertebra|beak
HP:0004631	Decreased cervical spine flexion due to contractures of posterior cervical muscles	muscl|posterior|spine|decreas|cervic|flexion|contractur
HP:0004632	cervical segmentation defects	segment|cervic|defect
HP:0004633	Lower thoracic kyphosis	lower|thorac|kyphosi
HP:0004634	Cuboid-shaped vertebral bodies	cuboid-shap|vertebr|bodi
HP:0004635	Cervical vertebrae fusion (C5/C6)	c5|fusion|cervic|vertebra|c6
HP:0004637	Decreased cervical spine mobility	decreas|mobil|cervic|spine
HP:0004639	Elevated amniotic fluid alpha-fetoprotein	fluid|elev|alpha-fetoprotein|amniot
HP:0004646	Hypoplasia of the nasal bone	hypoplasia|bone|nasal
HP:0004660	Hypoplasia of facial musculature	facial|hypoplasia|musculatur
HP:0004661	Frontalis muscle weakness	frontali|weak|muscl
HP:0004664	Facial midline hemangioma	facial|midlin|hemangioma
HP:0004673	Decreased facial expression	decreas|facial|express
HP:0004676	prominent supraorbital arches in adult	promin|supraorbit|arch|adult
HP:0004679	Large tarsal bones	tarsal|bone|larg
HP:0004681	Deep longitudinal plantar crease	deep|creas|longitudin|plantar
HP:0004684	Talipes valgus	talip|valgus
HP:0004686	Short third metatarsal	short|metatars
HP:0004688	Irregular tarsal bones	tarsal|irregular|bone
HP:0004689	Short fourth metatarsal	short|metatars
HP:0004690	Thickened Achilles tendon	achill|tendon|thicken
HP:0004691	2-3 toe syndactyly	2-3|toe|syndactyli
HP:0004692	4-5 toe syndactyly	4-5|toe|syndactyli
HP:0004695	Calcaneal epiphyseal stippling	stippl|epiphys|calcan
HP:0004696	Talipes cavus equinovarus	equinovarus|talip|cavus
HP:0004699	Osteoporotic metatarsal	metatars|osteoporot
HP:0004704	Short fifth metatarsal	short|metatars
HP:0004712	Renal malrotation	malrot|renal
HP:0004713	Reversible renal failure	revers|renal|failur
HP:0004717	Axial malrotation of the kidney	axial|malrot|kidney
HP:0004719	Hyperechogenic kidneys	kidney|hyperechogen
HP:0004722	Thickening of the glomerular basement membrane	basement|thicken|glomerular|membran
HP:0004724	Calcium nephrolithiasis	calcium|nephrolithiasi
HP:0004727	Impaired renal concentrating ability	impair|renal|concentr|abil
HP:0004729	Acute tubulointerstitial nephritis	tubulointerstiti|nephriti|acut
HP:0004732	Impaired renal uric acid clearance	impair|renal|uric|acid|clearanc
HP:0004734	Renal cortical microcysts	renal|microcyst|cortic
HP:0004736	Crossed fused renal ectopia	fuse|renal|ectopia|cross
HP:0004737	Global glomerulosclerosis	global|glomerulosclerosi
HP:0004742	Abnormality of the renal collecting system	system|renal|abnorm|collect
HP:0004743	Chronic tubulointerstitial nephritis	chronic|nephriti|tubulointerstiti
HP:0004746	Dense deposit disease	deposit|dens|diseas
HP:0004749	Atrial flutter	flutter|atrial
HP:0004751	Paroxysmal ventricular tachycardia	paroxysm|tachycardia|ventricular
HP:0004752	Congenital atrioventricular dissociation	congenit|atrioventricular|dissoci
HP:0004754	Permanent atrial fibrillation	perman|fibril|atrial
HP:0004755	Supraventricular tachycardia	supraventricular|tachycardia
HP:0004756	Ventricular tachycardia	tachycardia|ventricular
HP:0004757	Paroxysmal atrial fibrillation	fibril|atrial|paroxysm
HP:0004758	Effort-induced polymorphic ventricular tachycardias	polymorph|tachycardia|ventricular|effort-induc
HP:0004759	Nodular calcific aortic valve disease	valv|nodular|aortic|calcif|diseas
HP:0004760	Congenital septal defect	congenit|septal|defect
HP:0004761	Post-angioplasty coronary artery restenosis	post-angioplasti|restenosi|arteri|coronari
HP:0004762	Hypoplasia of right ventricle	hypoplasia|ventricl|right
HP:0004763	Paroxysmal supraventricular tachycardia	supraventricular|paroxysm|tachycardia
HP:0004764	Myxomatous mitral valve degeneration	valv|mitral|myxomat|degener
HP:0004765	Episodic supraventricular tachycardia	episod|supraventricular|tachycardia
HP:0004768	Sparse anterior scalp hair	scalp|anterior|hair|spars
HP:0004771	Premature graying of body hair	prematur|gray|bodi|hair
HP:0004779	Brittle scalp hair	scalp|brittl|hair
HP:0004780	Elbow hypertrichosis	elbow|hypertrichosi
HP:0004782	Hypotrichosis of the scalp	hypotrichosi|scalp
HP:0004783	Duodenal polyposis	polyposi|duoden
HP:0004784	Juvenile gastrointestinal polyposis	polyposi|juvenil|gastrointestin
HP:0004785	Malrotation of colon	malrot|colon
HP:0004786	Jejunal diverticula	jejun|diverticula
HP:0004787	Fulminant hepatitis	fulmin|hepat
HP:0004788	Intestinal lymphedema	intestin|lymphedema
HP:0004789	Lactose intolerance	lactos|intoler
HP:0004790	Hypoplasia of the small intestine	hypoplasia|intestin|small
HP:0004791	Esophageal ulceration	ulcer|esophag
HP:0004792	Rectoperineal fistula	fistula|rectoperin
HP:0004794	Malrotation of small bowel	malrot|bowel|small
HP:0004795	Hamartomatous stomach polyps	hamartomat|stomach|polyp
HP:0004796	Gastrointestinal obstruction	obstruct|gastrointestin
HP:0004797	Multiple small bowel atresias	bowel|small|multipl|atresia
