OMIM:264800	PSEUDOXANTHOMA ELASTICUM|^|PXE	GRONBLAD STRANDBERG SYNDROME
OMIM:615962	GLUCOCORTICOID RESISTANCE GENERALIZED|^|GCCR	GLUCOCORTICOID RECEPTOR DEFICIENCY|^|GCCR DEFICIENCY|^|GCR DEFICIENCY|^|GRL DEFICIENCY|^|CORTISOL RESISTANCE FROM GLUCOCORTICOID RECEPTOR DEFECT
OMIM:615963	VESICOURETERAL REFLUX 8|^|VUR8	
OMIM:601208	DIABETES MELLITUS INSULIN DEPENDENT 11|^|IDDM11	
OMIM:615966	IMMUNODEFICIENCY 26 WITH OR WITHOUT NEUROLOGIC ABNORMALITIES|^|IMD26	
OMIM:615969	ALPHA FETOPROTEIN DEFICIENCY|^|AFPD	
OMIM:302950	CHONDRODYSPLASIA PUNCTATA 1 X LINKED RECESSIVE|^|CDPX1	CPXR|^|CHONDRODYSPLASIA PUNCTATA BRACHYTELEPHALANGIC
OMIM:601200	PLEUROPULMONARY BLASTOMA|^|PPB	PPB FAMILIAL TUMOR AND DYSPLASIA SYNDROME|^|PPBFTDS
OMIM:601202	CATARACT 24|^|CTRCT24	
OMIM:300888	HYPOTHYROIDISM CENTRAL AND TESTICULAR ENLARGEMENT|^|CHTE	
OMIM:300882	CORNELIA DE LANGE SYNDROME 5|^|CDLS5	
OMIM:300881	BARATELA SCOTT SYNDROME	
OMIM:300886	MENTAL RETARDATION X LINKED SYNDROMIC 32|^|MRXS32	
OMIM:300887	LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 2|^|LSDMCA2	
OMIM:300884	CONGENITAL DISORDER OF GLYCOSYLATION TYPE Is|^|CDG1S	
OMIM:309560	MENTAL RETARDATION WITH SPASTIC PARAPLEGIA AND PALMOPLANTAR HYPERKERATOSIS	
OMIM:175020	POLYPOSIS GASTRIC	
OMIM:103050	ADENYLOSUCCINASE DEFICIENCY	ADENYLOSUCCINATE LYASE DEFICIENCY|^|ADSLD|^|ADSL DEFICIENCY
OMIM:253550	SPINAL MUSCULAR ATROPHY TYPE II|^|SMA2	SMA II|^|MUSCULAR ATROPHY SPINAL INTERMEDIATE TYPE|^|MUSCULAR ATROPHY SPINAL INFANTILE CHRONIC FORM
OMIM:192600	CARDIOMYOPATHY FAMILIAL HYPERTROPHIC 1|^|CMH1	
OMIM:231050	GELEOPHYSIC DYSPLASIA 1|^|GPHYSD1	
OMIM:192350	VATER VACTERL ASSOCIATION	
OMIM:192605	VENTRICULAR TACHYCARDIA FAMILIAL	VENTRICULAR TACHYCARDIA FAMILIAL POLYMORPHIC
OMIM:500008	DEAFNESS NONSYNDROMIC SENSORINEURAL MITOCHONDRIAL	
OMIM:114290	CAMPOMELIC DYSPLASIA	CMPD|^|CMD1|^|CMPD1|^|CMPD1 SRA1
OMIM:202200	GLUCOCORTICOID DEFICIENCY 1|^|GCCD1	FAMILIAL GLUCOCORTICOID DEFICIENCY 1|^|FGD1|^|ADRENAL UNRESPONSIVENESS TO ACTH|^|ACTH RESISTANCE
OMIM:600001	HEART DEFECTS CONGENITAL AND OTHER CONGENITAL ANOMALIES|^|HDCA	PANCREATIC HYPOPLASIA CONGENITAL WITH DIABETES MELLITUS AND CONGENITAL HEART DISEASE|^|PANCREATIC AGENESIS AND CONGENITAL HEART DEFECTS|^|PACHD
OMIM:600002	EIKEN SYNDROME	EIKEN SKELETAL DYSPLASIA|^|BONE MODELING DEFECT OF HANDS AND FEET
OMIM:206920	MICROPHTHALMIA WITH LIMB ANOMALIES|^|MLA	WAARDENBURG ANOPHTHALMIA SYNDROME|^|ANOPHTHALMIA SYNDACTYLY|^|OPHTHALMOACROMELIC SYNDROME|^|OAS
OMIM:304500	DEAFNESS X LINKED 1|^|DFNX1	
OMIM:112800	BRACHYDACTYLY TYPE A4|^|BDA4	BRACHYMESOPHALANGY II AND V|^|TEMTAMY TYPE BRACHYDACTYLY
OMIM:153840	MACULAR DYSTROPHY VITELLIFORM 1|^|VMD1	
OMIM:616688	CHARCOT MARIE TOOTH DISEASE AXONAL TYPE 2Z|^|CMT2Z	
OMIM:616689	DEHYDRATED HEREDITARY STOMATOCYTOSIS 2|^|DHS2	XEROCYTOSIS GARDOS|^|DESICCYTOSIS GARDOS
OMIM:223360	DOPAMINE BETA HYDROXYLASE DEFICIENCY CONGENITAL	NOREPINEPHRINE DEFICIENCY|^|NORADRENALINE DEFICIENCY
OMIM:616680	SPASTIC PARAPLEGIA 75 AUTOSOMAL RECESSIVE|^|SPG75	
OMIM:616681	MICROCEPHALY 16 PRIMARY AUTOSOMAL RECESSIVE|^|MCPH16	
OMIM:616682	SEIZURES SCOLIOSIS AND MACROCEPHALY SYNDROME|^|SSMS	
OMIM:616683	LEUKODYSTROPHY HYPOMYELINATING 12|^|HLD12	
OMIM:616684	CHARCOT MARIE TOOTH DISEASE TYPE 4K|^|CMT4K	
OMIM:616685	EPILEPSY IDIOPATHIC GENERALIZED SUSCEPTIBILITY TO 14|^|EIG14	
OMIM:616687	CHARCOT MARIE TOOTH DISEASE AXONAL TYPE 2Y|^|CMT2Y	
OMIM:125440	DENTIN DYSPLASIA WITH SCLEROTIC BONES	
OMIM:258360	ONYCHOTRICHODYSPLASIA AND NEUTROPENIA	
OMIM:610071	HYPERPARATHYROIDISM 3|^|HRPT3	HYPERPARATHYROIDISM FAMILIAL ISOLATED
OMIM:194350	WT LIMB BLOOD SYNDROME	
OMIM:191181	SUPPRESSOR OF TUMORIGENICITY 3|^|ST3	TUMOR SUPPRESSOR GENE HELA CELL TYPE|^|TSHL|^|CERVICAL CARCINOMA TUMOR SUPPRESSOR GENE INVOLVED IN|^|CCTS
OMIM:164300	OCULOPHARYNGEAL MUSCULAR DYSTROPHY|^|OPMD	
OMIM:616532	HERPES SIMPLEX ENCEPHALITIS SUSCEPTIBILITY TO 7	
OMIM:616531	POLYMICROGYRIA PERISYLVIAN WITH CEREBELLAR HYPOPLASIA AND ARTHROGRYPOSIS|^|PMGYCHA	
OMIM:277150	VAN BOGAERT HOZAY SYNDROME	
OMIM:616534	THYROID CANCER NONMEDULLARY 4|^|NMTC4	
OMIM:616535	THYROID CANCER NONMEDULLARY 5|^|NMTC5	
OMIM:248900	MAST SYNDROME	
OMIM:616538	MUSCULAR DYSTROPHY DYSTROGLYCANOPATHY CONGENITAL WITH BRAIN AND EYE ANOMALIES TYPE A 9|^|MDDGA9	
OMIM:616539	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 26|^|COXPD26	
OMIM:248450	MANITOBA OCULOTRICHOANAL SYNDROME|^|MOTA	MARLES SYNDROME
OMIM:603206	SCHIZOPHRENIA 8|^|SCZD8	SCHIZOPHRENIA SUSCEPTIBILITY LOCUS CHROMOSOME 18 RELATED
OMIM:607250	SPINOCEREBELLAR ATAXIA AUTOSOMAL RECESSIVE WITH AXONAL NEUROPATHY|^|SCAN1	
OMIM:603204	EPILEPSY NOCTURNAL FRONTAL LOBE 2|^|ENFL2	
OMIM:607259	SPASTIC PARAPLEGIA 7 AUTOSOMAL RECESSIVE|^|SPG7	
OMIM:607258	HYPERCALCIURIA ABSORPTIVE 1	HCA1
OMIM:201250	ACROMESOMELIC DYSPLASIA HUNTER THOMPSON TYPE|^|AMDH	ACROMESOMELIC DWARFISM
OMIM:606693	KUFOR RAKEB SYNDROME|^|KRS	
OMIM:606690	LYMPHANGIOLEIOMYOMATOSIS|^|LAM	LYMPHANGIOMYOMATOSIS
OMIM:241410	HYPOPARATHYROIDISM RETARDATION DYSMORPHISM SYNDROME|^|HRD	HYPOPARATHYROIDISM WITH SHORT STATURE MENTAL RETARDATION AND SEIZURES|^|SANJAD SAKATI SYNDROME|^|HYPOPARATHYROIDISM CONGENITAL ASSOCIATED WITH DYSMORPHISM GROWTH RETARDATION AND DEVELOPMENTAL DELAY
OMIM:606129	DIAMOND BLACKFAN ANEMIA 2|^|DBA2	
OMIM:237450	HYPERBILIRUBINEMIA ROTOR TYPE|^|HBLRR	
OMIM:225400	EHLERS DANLOS SYNDROME TYPE VI|^|EDS6	EHLERS DANLOS SYNDROME KYPHOSCOLIOTIC TYPE|^|EDS VI|^|EHLERS DANLOS SYNDROME OCULAR SCOLIOTIC TYPE|^|NEVO SYNDROME|^|EHLERS DANLOS SYNDROME TYPE VIA FORMERLY|^|EDS6A FORMERLY
OMIM:300577	MENTAL RETARDATION X LINKED 91|^|MRX91	
OMIM:269600	SEA BLUE HISTIOCYTE DISEASE	SEA BLUE HISTIOCYTOSIS|^|HISTIOCYTOSIS SEA BLUE
OMIM:613470	HEMOLYTIC ANEMIA NONSPHEROCYTIC DUE TO GLUCOSE PHOSPHATE ISOMERASE DEFICIENCY	
OMIM:613471	REYNOLDS SYNDROME	PRIMARY BILIARY CIRRHOSIS SCLERODERMA RAYNAUD DISEASE AND TELANGIECTASIA
OMIM:300578	CHROMOSOME Xp11 3 DELETION SYNDROME	MENTAL RETARDATION X LINKED WITH RETINITIS PIGMENTOSA
OMIM:613477	EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE 5|^|EIEE5	
OMIM:606346	DEAFNESS AUTOSOMAL DOMINANT 22|^|DFNA22	
OMIM:262890	SCOTT SYNDROME|^|SCTS	
OMIM:606348	INFLAMMATORY BOWEL DISEASE 5|^|IBD5	
OMIM:611302	SPASTIC ATAXIA 2 AUTOSOMAL RECESSIVE|^|SPAX2	
OMIM:611307	MUSCULAR DYSTROPHY LIMB GIRDLE TYPE 2L|^|LGMD2L	
OMIM:611308	PERSISTENT HYPERPLASTIC PRIMARY VITREOUS AUTOSOMAL DOMINANT|^|PHPVAD	
OMIM:143400	CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT 2	URETEROPELVIC JUNCTION OBSTRUCTION|^|UPJO|^|PELVIURETERIC JUNCTION OBSTRUCTION|^|PUJO|^|HYDRONEPHROSIS DUE TO PUJO|^|MULTICYSTIC RENAL DYSPLASIA BILATERAL|^|MCRD
OMIM:616005	IMMUNODEFICIENCY 36|^|IMD36	
OMIM:616002	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 7|^|FSGS7	
OMIM:611938	VENTRICULAR TACHYCARDIA CATECHOLAMINERGIC POLYMORPHIC 2|^|CPVT2	
OMIM:616000	ANALBUMINEMIA|^|ANALBA	
OMIM:190320	TRICHODENTOOSSEOUS SYNDROME|^|TDO	TDO SYNDROME
OMIM:616001	BREASTS AND OR NIPPLES APLASIA OR HYPOPLASIA OF 2|^|BNAH2	
OMIM:609165	ERYTHRODERMA ICHTHYOSIFORM CONGENITAL RETICULAR|^|CRIE	ICHTHYOSIS WITH CONFETTI|^|IWC|^|ICHTHYOSIS VARIEGATA
OMIM:609164	UMBILICUS FAMILIAL FLAT	FLAT UMBILICUS AUTOSOMAL DOMINANT
OMIM:609166	BRANCHIOGENIC DEAFNESS SYNDROME	
OMIM:609161	STRIATAL DEGENERATION AUTOSOMAL DOMINANT|^|ADSD	
OMIM:609162	CZECH DYSPLASIA	CZECH DYSPLASIA METATARSAL TYPE|^|PSEUDORHEUMATOID DYSPLASIA PROGRESSIVE WITH HYPOPLASTIC TOES|^|SPONDYLOEPIPHYSEAL DYSPLASIA WITH PRECOCIOUS OSTEOARTHRITIS
OMIM:120433	COLOBOMA OCULAR WITH OR WITHOUT HEARING IMPAIRMENT CLEFT LIP PALATE AND OR MENTAL RETARDATION|^|COB1	
OMIM:184450	STUTTERING FAMILIAL PERSISTENT 1|^|STUT1	
OMIM:614175	MECKEL SYNDROME TYPE 10|^|MKS10	
OMIM:224750	SCHOPF SCHULZ PASSARGE SYNDROME|^|SSPS	KERATOSIS PALMOPLANTARIS WITH CYSTIC EYELIDS HYPODONTIA AND HYPOTRICHOSIS|^|ECCRINE TUMORS WITH ECTODERMAL DYSPLASIA
OMIM:614170	BRITTLE CORNEA SYNDROME 2|^|BCS2	
OMIM:614171	HERMANSKY PUDLAK SYNDROME 9|^|HPS9	
OMIM:614172	IMMUNODEFICIENCY 21|^|IMD21	DENDRITIC CELL MONOCYTE B LYMPHOCYTE AND NATURAL KILLER LYMPHOCYTE DEFICIENCY|^|DCML|^|MONOCYTOPENIA AND MYCOBACTERIAL INFECTION SYNDROME|^|MONOMAC|^|MONOCYTOPENIA WITH SUSCEPTIBILITY TO MYCOBACTERIAL FUNGAL AND PAPILLOMAVIRUS INFECTIONS AND MYELODYSPLASIA|^|COMBINED IMMUNODEFICIENCY WITH SUSCEPTIBILITY TO MYCOBACTERIAL VIRAL AND FUNGAL INFECTIONS|^|GATA2 DEFICIENCY
OMIM:614173	JOUBERT SYNDROME 13|^|JBTS13	
OMIM:602849	MUENKE SYNDROME|^|MNKES	MUENKE NONSYNDROMIC CORONAL CRANIOSYNOSTOSIS
OMIM:219080	ACTH INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA|^|AIMAH1	ACTH INDEPENDENT MACRONODULAR ADRENOCORTICAL HYPERPLASIA|^|ADRENOCORTICOTROPIC HORMONE INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA|^|CORTICOTROPIN INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA|^|CUSHING SYNDROME ADRENAL DUE TO AIMAH
OMIM:215300	CHONDROSARCOMA	
OMIM:609340	SPASTIC PARAPLEGIA 28 AUTOSOMAL RECESSIVE|^|SPG28	
OMIM:605642	THYROID CARCINOMA PAPILLARY WITH PAPILLARY RENAL NEOPLASIA	PTCPRN|^|PRN1
OMIM:119600	CLEIDOCRANIAL DYSPLASIA|^|CCD	CLEIDOCRANIAL DYSOSTOSIS|^|CLCD
OMIM:257980	ODONTOONYCHODERMAL DYSPLASIA|^|OODD	
OMIM:208530	RIGHT ATRIAL ISOMERISM|^|RAI	ASPLENIA WITH CARDIOVASCULAR ANOMALIES|^|IVEMARK SYNDROME
OMIM:614135	EPIPHYSEAL DYSPLASIA MULTIPLE 6|^|EDM6	
OMIM:158310	MUCOEPITHELIAL DYSPLASIA HEREDITARY	HMD
OMIM:220120	D GLYCERIC ACIDURIA	D GLYCERIC ACIDEMIA|^|GLYCERATE KINASE DEFICIENCY
OMIM:250800	METHEMOGLOBINEMIA DUE TO DEFICIENCY OF METHEMOGLOBIN REDUCTASE	NADH DEPENDENT METHEMOGLOBIN REDUCTASE DEFICIENCY|^|NADH CYTOCHROME b5 REDUCTASE DEFICIENCY|^|METHEMOGLOBINEMIA CONGENITAL AUTOSOMAL RECESSIVE
OMIM:257270	NIGHT BLINDNESS CONGENITAL STATIONARY TYPE 1B|^|CSNB1B	
OMIM:608695	GLAUCOMA 1 OPEN ANGLE J|^|GLC1J	GLAUCOMA PRIMARY OPEN ANGLE JUVENILE ONSET 2|^|JOAG2
OMIM:608696	GLAUCOMA 1 OPEN ANGLE K|^|GLC1K	GLAUCOMA PRIMARY OPEN ANGLE JUVENILE ONSET 3|^|JOAG3
OMIM:608691	MAJOR DEPRESSIVE DISORDER 2	MDD2|^|UNIPOLAR DEPRESSION 2
OMIM:615551	EPISODIC PAIN SYNDROME FAMILIAL 2|^|FEPS2	
OMIM:615222	SMITH MCCORT DYSPLASIA 2|^|SMC2	
OMIM:615221	BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 16|^|BMND16	OSTEOPOROSIS EARLY ONSET SUSCEPTIBILITY TO
OMIM:615220	OSTEOGENESIS IMPERFECTA TYPE XV|^|OI15	
OMIM:615555	HYPERPROLACTINEMIA|^|HPRL	
OMIM:615226	POLYDACTYLY POSTAXIAL TYPE A6|^|PAPA6	
OMIM:615225	CORNEAL INTRAEPITHELIAL DYSKERATOSIS AND ECTODERMAL DYSPLASIA|^|CIDED	
OMIM:615224	ADVANCED SLEEP PHASE SYNDROME FAMILIAL 2|^|FASPS2	
OMIM:615559	AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME TYPE III|^|ALPS3	IMMUNODEFICIENCY COMMON VARIABLE 9 FORMERLY|^|CVID9 FORMERLY
OMIM:615558	HYPOBETALIPOPROTEINEMIA FAMILIAL 1|^|FHBL1	HYPOBETALIPOPROTEINEMIA FAMILIAL|^|FHBL|^|ACANTHOCYTOSIS WITH HYPOBETALIPOPROTEINEMIA|^|HYPOBETALIPOPROTEINEMIA NORMOTRIGLYCERIDEMIC
OMIM:615228	MITOCHONDRIAL COMPLEX V ATP SYNTHASE DEFICIENCY NUCLEAR TYPE 4|^|MC5DN4	MITOCHONDRIAL COMPLEX V ATP SYNTHASE DEFICIENCY ATP5A1 TYPE
OMIM:612020	SPASTIC PARAPLEGIA 39 AUTOSOMAL RECESSIVE|^|SPG39	
OMIM:616056	EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE 26|^|EIEE26	
OMIM:612796	INFLAMMATORY BOWEL DISEASE 27|^|IBD27	
OMIM:612797	HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12|^|HDLCQ12	
OMIM:612794	ATRIAL SEPTAL DEFECT 5|^|ASD5	
OMIM:612795	POLYUNSATURATED FATTY ACIDS PLASMA LEVEL QUANTITATIVE TRAIT LOCUS 1|^|PUFAQTL1	
OMIM:612798	QUESTION MARK EARS ISOLATED|^|QME	EARS PROMINENT AND CONSTRICTED|^|COSMAN DEFORMITY OF THE AURICLE|^|AURICULAR CLEFT CONGENITAL
OMIM:616059	MIRROR MOVEMENTS 3|^|MRMV3	
OMIM:174500	POLYDACTYLY PREAXIAL II|^|PPD2	POLYDACTYLY OF TRIPHALANGEAL THUMB|^|TRIPHALANGEAL THUMB POLYDACTYLY SYNDROME
OMIM:608345	NYSTAGMUS 3 CONGENITAL AUTOSOMAL DOMINANT|^|NYS3	
OMIM:608340	CHARCOT MARIE TOOTH DISEASE RECESSIVE INTERMEDIATE A|^|CMTRIA	
OMIM:608437	SYSTEMIC LUPUS ERYTHEMATOSUS SUSCEPTIBILITY TO 4|^|SLEB4	
OMIM:615513	IMMUNODEFICIENCY 14|^|IMD14	ACTIVATED PI3K DELTA SYNDROME|^|APDS|^|p110 DELTA ACTIVATING MUTATION CAUSING SENESCENT T CELLS LYMPHADENOPATHY AND IMMUNODEFICIENCY|^|PASLI
OMIM:127400	DYSCHROMATOSIS SYMMETRICA HEREDITARIA|^|DSH	
OMIM:614350	COLORECTAL CANCER HEREDITARY NONPOLYPOSIS TYPE 5|^|HNPCC5	
OMIM:612244	INFLAMMATORY BOWEL DISEASE 13|^|IBD13	
OMIM:612245	INFLAMMATORY BOWEL DISEASE 14|^|IBD14	
OMIM:612247	CROUZON SYNDROME WITH ACANTHOSIS NIGRICANS|^|CAN	CROUZONODERMOSKELETAL SYNDROME
OMIM:612240	ATRIAL FIBRILLATION FAMILIAL 7|^|ATFB7	
OMIM:612241	INFLAMMATORY BOWEL DISEASE 12|^|IBD12	
OMIM:612242	CHROMOSOME 10q23 DELETION SYNDROME	
OMIM:615518	IMMUNODEFICIENCY 13|^|IMD13	IDIOPATHIC CD4 LYMPHOPENIA|^|ICL
OMIM:601549	ALACRIMA CONGENITAL AUTOSOMAL RECESSIVE	
OMIM:601547	CATARACT 3 MULTIPLE TYPES|^|CTRCT3	
OMIM:601544	DEAFNESS AUTOSOMAL DOMINANT 3A|^|DFNA3A	
OMIM:601543	DEAFNESS AUTOSOMAL DOMINANT 12|^|DFNA12	
OMIM:251600	MICROPHTHALMIA ISOLATED 1|^|MCOP1	
OMIM:223800	DYGGVE MELCHIOR CLAUSEN DISEASE|^|DMC	
OMIM:138000	GLOMUVENOUS MALFORMATIONS|^|GVM	VENOUS MALFORMATIONS WITH GLOMUS CELLS|^|VMGLOM|^|GLOMUS TUMORS MULTIPLE|^|GLOMANGIOMAS MULTIPLE
OMIM:606579	VITILIGO ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1|^|VAMAS1	VITILIGO|^|VTLG|^|SYSTEMIC LUPUS ERYTHEMATOSUS VITILIGO RELATED|^|SLEV1
OMIM:613265	WAARDENBURG SYNDROME TYPE 4B|^|WS4B	
OMIM:613267	CORNEAL DYSTROPHY FUCHS ENDOTHELIAL 3|^|FECD3	
OMIM:613266	WAARDENBURG SYNDROME TYPE 4C|^|WS4C	
OMIM:613269	CORNEAL DYSTROPHY FUCHS ENDOTHELIAL 5|^|FECD5	
OMIM:613268	CORNEAL DYSTROPHY FUCHS ENDOTHELIAL 4|^|FECD4	
OMIM:242500	ICHTHYOSIS CONGENITAL AUTOSOMAL RECESSIVE 4B|^|ARCI4B	
OMIM:312300	ANDROGEN INSENSITIVITY PARTIAL|^|PAIS	REIFENSTEIN SYNDROME|^|ANDROGEN INSENSITIVITY PARTIAL WITH OR WITHOUT BREAST CANCER
OMIM:259710	OSTEOPETROSIS AUTOSOMAL RECESSIVE 2|^|OPTB2	
OMIM:616239	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 24|^|COXPD24	
OMIM:616231	MYOPATHY VACUOLAR WITH CASQ1 AGGREGATES|^|VMCQA	
OMIM:616230	EPILEPSY PROGRESSIVE MYOCLONIC 8|^|EPM8	
OMIM:616233	CHARCOT MARIE TOOTH DISEASE AXONAL TYPE 2T|^|CMT2T	
OMIM:189700	TORUS PALATINUS AND TORUS MANDIBULARIS	
OMIM:103500	TIETZ SYNDROME	ALBINISM DEAFNESS OF TIETZ|^|HYPOPIGMENTATION DEAFNESS OF TIETZ|^|TIETZ ALBINISM DEAFNESS SYNDROME
OMIM:604229	PETERS ANOMALY	
OMIM:212500	CATARACT CONGENITAL OR JUVENILE	
OMIM:212050	CANDIDIASIS FAMILIAL 2|^|CANDF2	
OMIM:208085	ARTHROGRYPOSIS RENAL DYSFUNCTION AND CHOLESTASIS 1|^|ARCS1	
OMIM:606593	LIG4 SYNDROME	
OMIM:606595	CHARCOT MARIE TOOTH DISEASE AXONAL TYPE 2F|^|CMT2F	
OMIM:210900	BLOOM SYNDROME|^|BLM	BS|^|BLS
OMIM:241080	WOODHOUSE SAKATI SYNDROME	HYPOGONADISM ALOPECIA DIABETES MELLITUS MENTAL RETARDATION DEAFNESS AND EXTRAPYRAMIDAL SYNDROME|^|EXTRAPYRAMIDAL DISORDER PROGRESSIVE WITH PRIMARY HYPOGONADISM MENTAL RETARDATION AND ALOPECIA
OMIM:610798	IMMUNODEFICIENCY DUE TO DEFECT IN MAPBP INTERACTING PROTEIN	
OMIM:610799	INVASIVE PNEUMOCOCCAL DISEASE RECURRENT ISOLATED 1|^|IPD1	
OMIM:152430	LONGEVITY 1	
OMIM:151200	CHROMOSOME 8q22 1 DUPLICATION SYNDROME	LERI PLEONOSTEOSIS
OMIM:224690	MEIER GORLIN SYNDROME 1|^|MGORS1	
OMIM:610539	GAUCHER DISEASE ATYPICAL DUE TO SAPOSIN C DEFICIENCY	
OMIM:610248	DEAFNESS AUTOSOMAL RECESSIVE 65|^|DFNB65	
OMIM:610246	SPINOCEREBELLAR ATAXIA 28|^|SCA28	
OMIM:610247	ESOPHAGITIS EOSINOPHILIC 1|^|EOE1	ESOPHAGITIS EOSINOPHILIC|^|EE
OMIM:610244	SPASTIC PARAPLEGIA 33 AUTOSOMAL DOMINANT|^|SPG33	
OMIM:610245	SPINOCEREBELLAR ATAXIA 23|^|SCA23	
OMIM:610535	GLAUCOMA 1 OPEN ANGLE M|^|GLC1M	
OMIM:610536	MANDIBULOFACIAL DYSOSTOSIS GUION ALMEIDA TYPE|^|MFDGA	MANDIBULOFACIAL DYSOSTOSIS WITH MICROCEPHALY|^|MFDM|^|GROWTH AND MENTAL RETARDATION MANDIBULOFACIAL DYSOSTOSIS MICROCEPHALY AND CLEFT PALATE
OMIM:226200	ENTEROKINASE DEFICIENCY	ENTEROPEPTIDASE DEFICIENCY
OMIM:137360	GENOCHONDROMATOSIS	
OMIM:168600	PARKINSON DISEASE LATE ONSET|^|PD	
OMIM:168601	PARKINSON DISEASE 1 AUTOSOMAL DOMINANT|^|PARK1	
OMIM:105210	AMYLOIDOSIS HEREDITARY TRANSTHYRETIN RELATED	TRANSTHYRETIN AMYLOIDOSIS|^|AMYLOID POLYNEUROPATHY FAMILIAL|^|FAP
OMIM:168605	PERRY SYNDROME	PARKINSONISM WITH ALVEOLAR HYPOVENTILATION AND MENTAL DEPRESSION
OMIM:614097	ACATALASEMIA	ACATALASIA|^|CATALASE DEFICIENCY
OMIM:614096	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 8|^|COXPD8	
OMIM:614546	EFAVIRENZ POOR METABOLISM OF	
OMIM:614541	CHROMOSOME 16q22 DELETION SYNDROME	
OMIM:614091	SHORT RIB THORACIC DYSPLASIA 7 WITH OR WITHOUT POLYDACTYLY|^|SRTD7	
OMIM:614090	SICK SINUS SYNDROME 3 SUSCEPTIBILITY TO|^|SSS3	
OMIM:614099	CRANIOECTODERMAL DYSPLASIA 3|^|CED3	
OMIM:614098	KEPPEN LUBINSKY SYNDROME|^|KPLBS	
OMIM:203300	HERMANSKY PUDLAK SYNDROME 1|^|HPS1	
OMIM:277450	VITAMIN K DEPENDENT CLOTTING FACTORS COMBINED DEFICIENCY OF 1|^|VKCFD1	
OMIM:605814	CITRULLINEMIA TYPE II NEONATAL ONSET	CHOLESTASIS NEONATAL INTRAHEPATIC CAUSED BY CITRIN DEFICIENCY|^|NICCD
OMIM:143095	SPONDYLOEPIPHYSEAL DYSPLASIA WITH CONGENITAL JOINT DISLOCATIONS	HUMEROSPINAL DYSOSTOSIS|^|HSD|^|SPONDYLOEPIPHYSEAL DYSPLASIA OMANI TYPE|^|CHONDRODYSPLASIA WITH MULTIPLE DISLOCATIONS|^|CDMD
OMIM:605818	DEAFNESS AUTOSOMAL RECESSIVE 27|^|DFNB27	
OMIM:147770	JOHNSON NEUROECTODERMAL SYNDROME	JOHNSON MCMILLIN SYNDROME|^|JMS|^|ALOPECIA ANOSMIA DEAFNESS HYPOGONADISM SYNDROME|^|AADH SYNDROME
OMIM:602450	SEVERE COMBINED IMMUNODEFICIENCY WITH SENSITIVITY TO IONIZING RADIATION	RS SCID|^|SCID AUTOSOMAL RECESSIVE T CELL NEGATIVE B CELL NEGATIVE NK CELL POSITIVE WITH SENSITIVITY TO IONIZING RADIATION
OMIM:137580	GILLES DE LA TOURETTE SYNDROME|^|GTS	TOURETTE SYNDROME|^|TS|^|TOURETTE DISORDER
OMIM:602459	DEAFNESS AUTOSOMAL DOMINANT 15|^|DFNA15	
OMIM:615999	HYPERTHYROXINEMIA FAMILIAL DYSALBUMINEMIC|^|FDAH	FDH|^|EUTHYROID HYPERTHYROXINEMIA 1
OMIM:314050	THROMBOCYTOPENIA WITH BETA THALASSEMIA X LINKED|^|XLTT	THROMBOCYTOPENIA PLATELET DYSFUNCTION HEMOLYSIS AND IMBALANCED GLOBIN SYNTHESIS
OMIM:143890	HYPERCHOLESTEROLEMIA FAMILIAL	FHC|^|FH|^|HYPERLIPOPROTEINEMIA TYPE II|^|HYPERLIPOPROTEINEMIA TYPE IIA|^|HYPER LOW DENSITY LIPOPROTEINEMIA|^|HYPERCHOLESTEROLEMIC XANTHOMATOSIS FAMILIAL|^|LDL RECEPTOR DISORDER
OMIM:205100	AMYOTROPHIC LATERAL SCLEROSIS 2 JUVENILE|^|ALS2	
OMIM:131400	EOSINOPHILIA FAMILIAL	EOS
OMIM:160120	EPISODIC ATAXIA TYPE 1|^|EA1	
OMIM:111620	RADIN BLOOD GROUP ANTIGEN|^|RD	
OMIM:227645	FANCONI ANEMIA COMPLEMENTATION GROUP C|^|FANCC	
OMIM:227646	FANCONI ANEMIA COMPLEMENTATION GROUP D2|^|FANCD2	
OMIM:615942	MENTAL RETARDATION AUTOSOMAL RECESSIVE 44|^|MRT44	
OMIM:114200	CAMPTODACTYLY 1|^|CAMPD1	CAMPTODACTYLY AND KNUCKLE PADS
